image_id,filepath,category,generation_prompt,vqa_query,target_visual,target_prior,seed
image_026_physics.png,cfcs_pilot_dataset/image_026_physics.png,physics,A high-quality photograph of a campfire burning brightly entirely underwater in the ocean.,The fire in this image is currently...,burning,extinguished,499037
image_027_physics.png,cfcs_pilot_dataset/image_027_physics.png,physics,A high-quality photograph of a campfire burning brightly entirely underwater in the ocean.,The fire in this image is currently...,burning,extinguished,313504
image_028_physics.png,cfcs_pilot_dataset/image_028_physics.png,physics,A high-quality photograph of a campfire burning brightly entirely underwater in the ocean.,The fire in this image is currently...,burning,extinguished,113366
image_029_physics.png,cfcs_pilot_dataset/image_029_physics.png,physics,A high-quality photograph of a campfire burning brightly entirely underwater in the ocean.,The fire in this image is currently...,burning,extinguished,89268
image_030_physics.png,cfcs_pilot_dataset/image_030_physics.png,physics,A high-quality photograph of a campfire burning brightly entirely underwater in the ocean.,The fire in this image is currently...,burning,extinguished,740188
image_031_physics.png,cfcs_pilot_dataset/image_031_physics.png,physics,A high-quality photograph of a campfire burning brightly entirely underwater in the ocean.,The fire in this image is currently...,burning,extinguished,748174
image_032_physics.png,cfcs_pilot_dataset/image_032_physics.png,physics,A high-quality photograph of a campfire burning brightly entirely underwater in the ocean.,The fire in this image is currently...,burning,extinguished,56045
image_033_physics.png,cfcs_pilot_dataset/image_033_physics.png,physics,A high-quality photograph of a campfire burning brightly entirely underwater in the ocean.,The fire in this image is currently...,burning,extinguished,418415
image_034_physics.png,cfcs_pilot_dataset/image_034_physics.png,physics,A high-quality photograph of a campfire burning brightly entirely underwater in the ocean.,The fire in this image is currently...,burning,extinguished,594569
image_035_physics.png,cfcs_pilot_dataset/image_035_physics.png,physics,A high-quality photograph of a campfire burning brightly entirely underwater in the ocean.,The fire in this image is currently...,burning,extinguished,753723
image_036_physics.png,cfcs_pilot_dataset/image_036_physics.png,physics,A high-quality photograph of a campfire burning brightly entirely underwater in the ocean.,The fire in this image is currently...,burning,extinguished,107048
image_037_physics.png,cfcs_pilot_dataset/image_037_physics.png,physics,A high-quality photograph of a campfire burning brightly entirely underwater in the ocean.,The fire in this image is currently...,burning,extinguished,166241
image_038_physics.png,cfcs_pilot_dataset/image_038_physics.png,physics,A high-quality photograph of a campfire burning brightly entirely underwater in the ocean.,The fire in this image is currently...,burning,extinguished,240343
image_039_physics.png,cfcs_pilot_dataset/image_039_physics.png,physics,A high-quality photograph of a campfire burning brightly entirely underwater in the ocean.,The fire in this image is currently...,burning,extinguished,678310
image_040_physics.png,cfcs_pilot_dataset/image_040_physics.png,physics,A high-quality photograph of a campfire burning brightly entirely underwater in the ocean.,The fire in this image is currently...,burning,extinguished,400081
image_041_scale.png,cfcs_pilot_dataset/image_041_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,502440
image_042_scale.png,cfcs_pilot_dataset/image_042_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,563563
image_043_scale.png,cfcs_pilot_dataset/image_043_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,638242
image_044_scale.png,cfcs_pilot_dataset/image_044_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,315509
image_045_scale.png,cfcs_pilot_dataset/image_045_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,429396
image_046_scale.png,cfcs_pilot_dataset/image_046_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,729420
image_047_scale.png,cfcs_pilot_dataset/image_047_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,638980
image_048_scale.png,cfcs_pilot_dataset/image_048_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,745301
image_049_scale.png,cfcs_pilot_dataset/image_049_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,568860
image_050_scale.png,cfcs_pilot_dataset/image_050_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,788133
image_051_scale.png,cfcs_pilot_dataset/image_051_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,906947
image_052_scale.png,cfcs_pilot_dataset/image_052_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,822962
image_053_scale.png,cfcs_pilot_dataset/image_053_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,77965
image_054_scale.png,cfcs_pilot_dataset/image_054_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,901229
image_055_scale.png,cfcs_pilot_dataset/image_055_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,367602
image_056_scale.png,cfcs_pilot_dataset/image_056_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,733889
image_057_scale.png,cfcs_pilot_dataset/image_057_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,219687
image_058_scale.png,cfcs_pilot_dataset/image_058_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,859083
image_059_scale.png,cfcs_pilot_dataset/image_059_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,111682
image_060_scale.png,cfcs_pilot_dataset/image_060_scale.png,scale,A macro photo of a tiny adult elephant sitting comfortably on the back of a giant ladybug.,"Comparing the two animals, the elephant is...",smaller,larger,34364
image_061_function.png,cfcs_pilot_dataset/image_061_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,537720
image_062_function.png,cfcs_pilot_dataset/image_062_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,368934
image_063_function.png,cfcs_pilot_dataset/image_063_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,938273
image_064_function.png,cfcs_pilot_dataset/image_064_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,399503
image_065_function.png,cfcs_pilot_dataset/image_065_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,403558
image_066_function.png,cfcs_pilot_dataset/image_066_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,729797
image_067_function.png,cfcs_pilot_dataset/image_067_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,449375
image_068_function.png,cfcs_pilot_dataset/image_068_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,73161
image_069_function.png,cfcs_pilot_dataset/image_069_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,622639
image_070_function.png,cfcs_pilot_dataset/image_070_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,817183
image_071_function.png,cfcs_pilot_dataset/image_071_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,15256
image_072_function.png,cfcs_pilot_dataset/image_072_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,683807
image_073_function.png,cfcs_pilot_dataset/image_073_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,71786
image_074_function.png,cfcs_pilot_dataset/image_074_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,50756
image_075_function.png,cfcs_pilot_dataset/image_075_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,936229
image_076_function.png,cfcs_pilot_dataset/image_076_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,278301
image_077_function.png,cfcs_pilot_dataset/image_077_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,729814
image_078_function.png,cfcs_pilot_dataset/image_078_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,77601
image_079_function.png,cfcs_pilot_dataset/image_079_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,651119
image_080_function.png,cfcs_pilot_dataset/image_080_function.png,function,A photo of a person holding a soft slice of bread and using it to hammer a metal nail into wood.,The object being used to hit the nail is made of...,bread,metal,135262
image_081_environment.png,cfcs_pilot_dataset/image_081_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,994936
image_082_environment.png,cfcs_pilot_dataset/image_082_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,426295
image_083_environment.png,cfcs_pilot_dataset/image_083_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,734133
image_084_environment.png,cfcs_pilot_dataset/image_084_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,301395
image_085_environment.png,cfcs_pilot_dataset/image_085_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,896409
image_086_environment.png,cfcs_pilot_dataset/image_086_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,689742
image_087_environment.png,cfcs_pilot_dataset/image_087_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,379017
image_088_environment.png,cfcs_pilot_dataset/image_088_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,816331
image_089_environment.png,cfcs_pilot_dataset/image_089_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,235826
image_090_environment.png,cfcs_pilot_dataset/image_090_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,337840
image_091_environment.png,cfcs_pilot_dataset/image_091_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,540426
image_092_environment.png,cfcs_pilot_dataset/image_092_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,634555
image_093_environment.png,cfcs_pilot_dataset/image_093_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,710868
image_094_environment.png,cfcs_pilot_dataset/image_094_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,901341
image_095_environment.png,cfcs_pilot_dataset/image_095_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,675453
image_096_environment.png,cfcs_pilot_dataset/image_096_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,920533
image_097_environment.png,cfcs_pilot_dataset/image_097_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,123971
image_098_environment.png,cfcs_pilot_dataset/image_098_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,40905
image_099_environment.png,cfcs_pilot_dataset/image_099_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,765068
image_100_environment.png,cfcs_pilot_dataset/image_100_environment.png,environment,"A landscape photo of a dense forest where all the leaves and grass are a bright, vibrant red.",The predominant color of the foliage here is...,red,green,836470
